person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,severity_cons,dur_cons,util_cons,prin_up,prin_vi,moral_int,ESA,CST,loan_status
23,60000,RENT,7,PERSONAL,B,25000,10.25,0.42,N,4,0.175,0.082,0.428571429,0.5,0.285714286,0.6,-0.247961905,0.159641585,1
21,60000,RENT,6,EDUCATION,B,25000,10.99,0.42,N,4,0.175,0.072,0.642857143,0.5,0.285714286,0.9,0.326438095,0.193445282,1
25,61959,RENT,9,MEDICAL,C,25000,12.73,0.4,N,2,0.161397053,0.103333333,0.714285714,0.5,0.428571429,1,0.346785246,0.201433142,1
22,56400,RENT,2,HOMEIMPROVEMENT,D,25000,14.96,0.44,Y,3,0.195035461,0.0325,0.357142857,0,1,0.5,-0.115914218,0.211633233,1
23,200000,MORTGAGE,7,EDUCATION,A,28000,12,0.14,N,2,0.0196,0.083333333,0.72,0.5,0.142857143,0.9,0.320020317,0.21008891,0
21,200000,MORTGAGE,2,DEBTCONSOLIDATION,C,25000,13.99,0.13,N,2,0.01625,0.033333333,0.285714286,0.5,0.428571429,0.4,-0.127126984,0.162248556,0
24,200000,MORTGAGE,3,VENTURE,A,24000,7.49,0.12,N,4,0.0144,0.042,0.548571429,0.5,0.142857143,0.8,0.253897143,0.196222538,0
26,200000,MORTGAGE,4,EDUCATION,C,15000,14.79,0.07,N,3,0.00525,0.0525,0.385714286,0.5,0.428571429,0.9,-0.195971429,0.198121106,0
25,200000,MORTGAGE,2,DEBTCONSOLIDATION,B,15500,11.99,0.08,N,2,0.0062,0.033333333,0.177142857,0.5,0.285714286,0.4,-0.106923175,0.159454312,0
24,200000,RENT,8,EDUCATION,A,10000,8.49,0.05,N,4,0.0025,0.092,0.257142857,0.5,0.142857143,0.9,-0.194342857,0.20011306,0
24,66000,RENT,3,EDUCATION,B,25000,9.91,0.38,N,2,0.143939394,0.043333333,0.642857143,0.5,0.285714286,0.9,0.310510823,0.196987018,1
22,66000,RENT,6,EDUCATION,C,25000,13.06,0.38,Y,3,0.143939394,0.0725,0.642857143,0,0.928571429,0.9,0.226860029,0.227799951,1
22,200000,MORTGAGE,6,DEBTCONSOLIDATION,A,9000,6.17,0.04,N,4,0.0018,0.072,0.102857143,0.5,0.142857143,0.4,-0.10768,0.159745331,0
99,200000,MORTGAGE,4,EDUCATION,B,6000,11.86,0.03,N,2,0.0009,0.053333333,0.154285714,0.5,0.285714286,0.9,-0.144747937,0.201314935,0
25,200000,RENT,5,EDUCATION,D,18000,16.32,0.09,N,3,0.0081,0.0625,0.462857143,0.5,0.571428571,0.9,-0.208540952,0.200309264,0
25,200000,MORTGAGE,2,VENTURE,B,12000,10.38,0.06,N,2,0.0036,0.033333333,0.274285714,0.5,0.285714286,0.8,-0.164134603,0.189826169,0
25,200000,MORTGAGE,9,PERSONAL,C,23050,14.35,0.12,N,3,0.01383,0.1025,0.395142857,0.5,0.428571429,0.6,-0.190107048,0.169309577,0
24,200000,MORTGAGE,8,DEBTCONSOLIDATION,B,20000,12,0.1,N,3,0.01,0.0925,0.228571429,0.5,0.285714286,0.4,-0.137428571,0.155169663,0
24,60000,RENT,2,DEBTCONSOLIDATION,E,25000,12,0.42,Y,2,0.175,0.033333333,0.285714286,0,1,0.4,-0.083746032,0.210265083,1
21,14400,OWN,0,HOMEIMPROVEMENT,B,3000,12,0.21,N,4,0.04375,0.012,0.042857143,1,0.285714286,0.5,-0.123438095,0.215704332,1
26,66996,RENT,10,PERSONAL,D,25000,15.21,0.37,Y,2,0.138067944,0.113333333,0.428571429,0,1,0.6,-0.149326055,0.212985067,1
23,67000,RENT,3,EDUCATION,A,25000,7.9,0.37,N,4,0.138059701,0.042,0.642857143,0.5,0.142857143,0.9,0.32001592,0.202324501,1
24,67000,RENT,2,VENTURE,B,25000,10.99,0.37,N,3,0.138059701,0.0325,0.571428571,0.5,0.285714286,0.8,0.279006397,0.186454857,1
24,68000,RENT,5,PERSONAL,D,25000,14.09,0.37,Y,3,0.136029412,0.0625,0.428571429,0,1,0.6,-0.135226891,0.215367121,1
25,69000,RENT,9,PERSONAL,D,25000,17.49,0.36,N,2,0.130434783,0.103333333,0.428571429,0.5,0.571428571,0.6,-0.218909593,0.165747173,1
25,200000,MORTGAGE,0,EDUCATION,B,12000,11.48,0.06,N,3,0.0036,0.0125,0.308571429,0.5,0.285714286,0.9,-0.175721905,0.200704395,0
26,188000,MORTGAGE,10,VENTURE,E,20000,17.74,0.11,N,2,0.011702128,0.113333333,0.457142857,0.5,0.714285714,0.8,-0.202104694,0.194731698,1
26,200000,MORTGAGE,4,PERSONAL,C,3000,13.92,0.01,N,3,0.00015,0.0525,0.051428571,0.5,0.428571429,0.6,-0.081468571,0.179916866,0
25,69996,RENT,9,EDUCATION,D,25000,15.21,0.36,N,3,0.128578776,0.1025,0.642857143,0.5,0.571428571,0.9,0.299335293,0.192707749,1
22,14400,OWN,2,MEDICAL,B,4000,10.99,0.28,N,3,0.077777778,0.0325,0.114285714,1,0.285714286,1,-0.197026455,0.237578732,1
24,70000,RENT,3,EDUCATION,B,25000,11.86,0.36,N,4,0.128571429,0.042,0.642857143,0.5,0.285714286,0.9,0.306057143,0.197879115,1
24,14400,OWN,5,PERSONAL,A,6000,7.49,0.42,N,3,0.175,0.0625,0.102857143,1,0.142857143,0.6,-0.207333333,0.21242774,1
24,56100,RENT,7,MEDICAL,D,25000,16.49,0.38,N,4,0.169340463,0.082,0.714285714,0.5,0.571428571,1,0.331786028,0.202602745,1
25,66000,RENT,9,VENTURE,D,25000,15.33,0.38,Y,2,0.143939394,0.103333333,0.571428571,0,1,0.8,0.202320346,0.224056017,1
26,66000,RENT,3,HOMEIMPROVEMENT,B,25000,11.58,0.38,N,4,0.143939394,0.042,0.357142857,0.5,0.285714286,0.5,-0.201964791,0.156004479,1
25,14400,OWN,7,EDUCATION,A,5375,5.79,0.37,N,2,0.138107639,0.083333333,0.138214286,1,0.142857143,0.9,-0.236479497,0.228231563,1
25,72612,RENT,9,MEDICAL,C,25000,13.11,0.34,N,2,0.117060541,0.103333333,0.714285714,0.5,0.428571429,1,0.334962176,0.204086665,1
23,74000,RENT,3,MEDICAL,B,25000,10.36,0.34,N,3,0.114864865,0.0425,0.714285714,0.5,0.285714286,1,0.329583012,0.210626853,1
25,75000,RENT,9,DEBTCONSOLIDATION,B,25000,10.36,0.33,N,2,0.11,0.103333333,0.285714286,0.5,0.285714286,0.4,-0.182222222,0.147047928,1
24,192000,RENT,0,MEDICAL,C,22000,12,0.11,Y,2,0.012604167,0.013333333,0.628571429,0,0.928571429,1,0.18025,0.243601504,0
21,192000,MORTGAGE,50,VENTURE,A,20000,6.54,0.1,N,4,0.010416667,0.512,0.457142857,0.5,0.142857143,0.8,-0.353787302,0.185236243,0
25,191000,MORTGAGE,1,MEDICAL,B,10000,12.53,0.05,N,4,0.002617801,0.022,0.285714286,0.5,0.285714286,1,-0.17989808,0.210758204,0
26,190300,MORTGAGE,5,PERSONAL,A,15000,12,0.08,N,3,0.006305833,0.0625,0.257142857,0.5,0.142857143,0.6,-0.163491079,0.172285019,0
22,190000,MORTGAGE,3,VENTURE,C,10000,12,0.05,N,3,0.002631579,0.0425,0.228571429,0.5,0.428571429,0.8,-0.142701754,0.190949761,0
24,75000,RENT,4,EDUCATION,B,25000,10.25,0.33,N,4,0.11,0.052,0.642857143,0.5,0.285714286,0.9,0.303771429,0.198213019,1
22,71000,RENT,1,EDUCATION,D,25000,15.95,0.35,Y,4,0.123239437,0.022,0.642857143,0,1,0.9,0.202159088,0.236467143,1
26,190000,MORTGAGE,3,VENTURE,B,20000,12.18,0.11,N,4,0.011578947,0.042,0.457142857,0.5,0.285714286,0.8,-0.217335338,0.190000294,0
23,189996,OWN,0,PERSONAL,B,24000,11.83,0.13,N,3,0.016421398,0.0125,0.411428571,0.5,0.285714286,0.6,-0.182569516,0.174164983,0
23,78000,RENT,7,DEBTCONSOLIDATION,C,25000,12,0.32,Y,2,0.102564103,0.083333333,0.285714286,0,0.928571429,0.4,-0.083477411,0.202284734,1
23,78000,RENT,1,VENTURE,B,25000,10.62,0.32,N,3,0.102564103,0.0225,0.571428571,0.5,0.285714286,0.8,0.266874237,0.189106647,1
23,78504,RENT,7,VENTURE,B,25000,10.74,0.32,N,3,0.101905635,0.0825,0.571428571,0.5,0.285714286,0.8,0.282698646,0.185016639,1
25,186000,OWN,9,VENTURE,B,10000,10.25,0.05,N,4,0.002688172,0.102,0.228571429,0.5,0.285714286,0.8,-0.170012084,0.187004688,0
24,185000,MORTGAGE,-1,EDUCATION,B,35000,12.42,0.19,N,2,0.035945946,0.013333333,0.9,0.5,0.285714286,0.9,0.342283998,0.219692408,0
25,185000,RENT,6,VENTURE,C,15000,15.27,0.08,N,2,0.006486486,0.073333333,0.342857143,0.5,0.428571429,0.8,-0.182428142,0.18749851,0
24,62050,RENT,8,MEDICAL,D,25000,15.33,0.34,Y,2,0.136986301,0.093333333,0.714285714,0,1,1,0.25189476,0.240236036,1
23,79416,RENT,7,VENTURE,D,25000,15.21,0.31,Y,2,0.097587388,0.083333333,0.571428571,0,1,0.8,0.184626478,0.227084655,1
21,14400,OWN,4,VENTURE,C,6250,14.72,0.43,N,2,0.186631944,0.053333333,0.142857143,1,0.428571429,0.8,-0.211800265,0.215816677,1
24,79631,RENT,8,PERSONAL,D,25000,15.7,0.31,Y,2,0.097323907,0.093333333,0.428571429,0,1,0.6,-0.133127645,0.21549238,1
24,79632,RENT,0,EDUCATION,C,25000,13.35,0.31,N,4,0.097322684,0.012,0.642857143,0.5,0.428571429,0.9,0.278295573,0.200085711,1
21,14400,MORTGAGE,0,MEDICAL,C,1500,12,0.1,N,4,0.010416667,0.012,0.042857143,1,0.428571429,1,-0.143120635,0.243826064,0
24,80000,RENT,6,EDUCATION,A,25000,6.62,0.31,N,2,0.096875,0.073333333,0.642857143,0.5,0.142857143,0.9,0.317388889,0.202473089,1
26,80000,RENT,5,DEBTCONSOLIDATION,C,25000,13.61,0.31,N,4,0.096875,0.062,0.285714286,0.5,0.428571429,0.4,-0.156271429,0.154418115,1
22,185000,RENT,4,MEDICAL,B,25000,11.36,0.14,N,2,0.018918919,0.053333333,0.714285714,0.5,0.285714286,1,0.306886315,0.215590912,0
26,185000,OWN,10,PERSONAL,A,5000,7.68,0.03,N,2,0.000810811,0.113333333,0.085714286,0.5,0.142857143,0.6,-0.12986701,0.173935911,0
24,184992,RENT,7,HOMEIMPROVEMENT,D,22000,14.46,0.12,Y,4,0.014270887,0.082,0.314285714,0,1,0.5,-0.06948176,0.21598266,0
23,184000,OWN,5,EDUCATION,B,2500,11.83,0.01,N,2,0.00013587,0.063333333,0.064285714,0.5,0.285714286,0.9,-0.123210835,0.204067114,0
24,172000,MORTGAGE,6,DEBTCONSOLIDATION,C,20000,13.47,0.12,Y,4,0.013953488,0.072,0.228571429,0,0.928571429,0.4,-0.041587597,0.206481623,1
24,183000,MORTGAGE,2,MEDICAL,B,20000,11.49,0.11,N,3,0.012021858,0.0325,0.571428571,0.5,0.285714286,1,0.261396305,0.212091804,0
22,183000,MORTGAGE,3,EDUCATION,A,1000,12,0.01,N,2,5.46448E-05,0.043333333,0.025714286,0.5,0.142857143,0.9,-0.118998699,0.208156413,0
25,182952,MORTGAGE,9,PERSONAL,A,15000,6.03,0.08,N,3,0.006559097,0.1025,0.257142857,0.5,0.142857143,0.6,-0.174225283,0.17042886,0
23,74004,RENT,7,DEBTCONSOLIDATION,E,25000,16.35,0.34,N,4,0.114858656,0.082,0.285714286,0.5,0.714285714,0.4,-0.143543261,0.17211872,1
26,74004,RENT,10,DEBTCONSOLIDATION,D,25000,12,0.34,Y,4,0.114858656,0.112,0.285714286,0,1,0.4,-0.088686118,0.20880643,1
25,81000,RENT,5,DEBTCONSOLIDATION,A,25000,7.29,0.31,N,3,0.095679012,0.0625,0.285714286,0.5,0.142857143,0.4,-0.178942975,0.153108823,1
23,81600,RENT,1,MEDICAL,B,25000,11.36,0.31,N,3,0.09497549,0.0225,0.714285714,0.5,0.285714286,1,0.318945845,0.213008876,1
24,82000,RENT,8,VENTURE,B,25000,10.25,0.3,N,2,0.091463415,0.093333333,0.571428571,0.5,0.285714286,0.8,0.282802942,0.184972204,0
24,83000,RENT,5,EDUCATION,B,25000,11.12,0.3,N,3,0.090361446,0.0625,0.642857143,0.5,0.285714286,0.9,0.301334481,0.198655572,0
24,83000,RENT,5,PERSONAL,D,25000,12.92,0.3,Y,3,0.090361446,0.0625,0.428571429,0,1,0.6,-0.123048766,0.217164245,0
24,180000,RENT,8,EDUCATION,E,18000,18.64,0.1,Y,4,0.01,0.092,0.462857143,0,1,0.9,-0.142628571,0.235513287,0
23,180000,MORTGAGE,8,PERSONAL,A,28000,7.51,0.16,N,3,0.024888889,0.0925,0.48,0.5,0.142857143,0.6,-0.235875132,0.174163288,0
23,14400,OWN,2,HOMEIMPROVEMENT,E,4000,16.7,0.28,N,2,0.077777778,0.033333333,0.057142857,1,0.714285714,0.5,-0.107724868,0.221827139,1
22,14400,OWN,0,PERSONAL,B,2100,11.14,0.15,N,4,0.021875,0.012,0.036,1,0.285714286,0.6,-0.12377619,0.220461333,0
22,84500,RENT,6,PERSONAL,F,25000,18.3,0.3,N,4,0.088757396,0.072,0.428571429,0.5,0.857142857,0.6,-0.176582925,0.191061363,0
24,85000,RENT,5,MEDICAL,B,25000,10.62,0.29,N,4,0.085294118,0.062,0.714285714,0.5,0.285714286,1,0.326897479,0.211034708,0
24,180000,MORTGAGE,7,VENTURE,B,14000,11.99,0.08,N,2,0.006222222,0.083333333,0.32,0.5,0.285714286,0.8,-0.190357672,0.186688981,0
26,180000,MORTGAGE,2,VENTURE,B,12000,9.63,0.07,N,4,0.004666667,0.032,0.274285714,0.5,0.285714286,0.8,-0.164063492,0.189835217,0
25,142800,MORTGAGE,9,MEDICAL,F,10000,18.25,0.06,N,4,0.004201681,0.102,0.285714286,0.5,0.857142857,1,-0.155939496,0.221282703,1
23,14664,MORTGAGE,0,DEBTCONSOLIDATION,C,6000,12,0.41,N,4,0.167757774,0.012,0.068571429,1,0.428571429,0.4,-0.143935406,0.208808872,1
24,87000,RENT,8,HOMEIMPROVEMENT,D,25000,14.84,0.29,N,3,0.083333333,0.0925,0.357142857,0.5,0.571428571,0.5,-0.176412698,0.164551713,0
24,75000,RENT,0,VENTURE,E,25000,14.7,0.33,Y,3,0.11,0.0125,0.571428571,0,1,0.8,0.169047619,0.230227203,1
23,76000,RENT,7,DEBTCONSOLIDATION,D,25000,16.02,0.33,N,4,0.108552632,0.082,0.285714286,0.5,0.571428571,0.4,-0.153290226,0.160659078,1
23,66215,RENT,1,MEDICAL,D,25000,15.37,0.32,Y,2,0.120818546,0.023333333,0.714285714,0,1,1,0.228916692,0.244721198,1
25,90000,RENT,9,MEDICAL,B,25000,10.99,0.28,N,4,0.077777778,0.102,0.714285714,0.5,0.285714286,1,0.335559788,0.209112764,0
21,15000,OWN,0,HOMEIMPROVEMENT,A,6200,7.9,0.41,N,2,0.169466667,0.013333333,0.088571429,1,0.142857143,0.5,-0.180937143,0.211963758,1
26,180000,OWN,2,PERSONAL,B,25000,10.99,0.14,N,4,0.019444444,0.032,0.428571429,0.5,0.285714286,0.6,-0.19314709,0.173060938,0
24,180000,OWN,8,EDUCATION,B,21000,11.48,0.12,N,3,0.014,0.0925,0.54,0.5,0.285714286,0.9,0.261542857,0.198173611,0
25,180000,OWN,9,MEDICAL,C,20000,14.26,0.11,Y,4,0.012222222,0.102,0.571428571,0,0.928571429,1,0.188554497,0.238150087,0
26,180000,OWN,0,HOMEIMPROVEMENT,A,10000,8,0.06,N,4,0.003333333,0.012,0.142857143,0.5,0.142857143,0.5,-0.110755556,0.168259147,0
25,180000,MORTGAGE,3,VENTURE,B,9950,11.26,0.06,N,2,0.003316667,0.043333333,0.227428571,0.5,0.285714286,0.8,-0.154230476,0.189877277,0
23,15000,OWN,7,MEDICAL,B,4475,12,0.3,N,4,0.0895,0.082,0.127857143,1,0.285714286,1,-0.216971429,0.234093533,1
23,78000,RENT,2,VENTURE,D,25000,16.32,0.32,Y,3,0.102564103,0.0325,0.571428571,0,1,0.8,0.172398046,0.229454224,1
25,66300,RENT,3,MEDICAL,E,25000,17.93,0.32,Y,4,0.12066365,0.042,0.714285714,0,1,1,0.233853164,0.243690596,1
23,90000,RENT,0,DEBTCONSOLIDATION,B,25000,11.36,0.28,N,3,0.077777778,0.0125,0.285714286,0.5,0.285714286,0.4,-0.149407407,0.155800508,0
24,79000,RENT,9,DEBTCONSOLIDATION,D,25000,14.96,0.32,Y,4,0.101265823,0.102,0.285714286,0,1,0.4,-0.082394696,0.209619834,1
24,91800,RENT,4,PERSONAL,C,25000,13.43,0.27,Y,3,0.073529412,0.0525,0.428571429,0,0.928571429,0.6,-0.121607843,0.211510723,0
25,92000,RENT,6,HOMEIMPROVEMENT,B,25000,12.69,0.27,N,3,0.073369565,0.0725,0.357142857,0.5,0.285714286,0.5,-0.191279503,0.157949845,0
24,92000,RENT,1,VENTURE,C,25000,12.73,0.27,Y,4,0.073369565,0.022,0.571428571,0,0.928571429,0.8,0.167527122,0.225738541,0
23,93600,RENT,3,VENTURE,D,25000,15.21,0.27,N,4,0.072115385,0.042,0.571428571,0.5,0.571428571,0.8,0.241097436,0.191028236,0
23,15000,MORTGAGE,1,MEDICAL,C,1750,12.68,0.12,Y,3,0.014,0.0225,0.05,0.5,0.928571429,1,-0.068780952,0.238207438,0
23,70550,RENT,3,MEDICAL,F,25000,19.04,0.3,Y,4,0.106307583,0.042,0.714285714,0,1,1,0.230024879,0.244345169,1
25,83800,RENT,2,DEBTCONSOLIDATION,D,25000,15.95,0.3,Y,3,0.089498807,0.0325,0.285714286,0,1,0.4,-0.060723491,0.212734649,1
26,175000,MORTGAGE,3,VENTURE,A,2600,8.9,0.01,N,4,0.000148571,0.042,0.059428571,0.5,0.142857143,0.8,-0.119658667,0.196575562,0
25,175000,MORTGAGE,10,HOMEIMPROVEMENT,A,8000,7.9,0.05,N,2,0.002285714,0.113333333,0.114285714,0.5,0.142857143,0.5,-0.129879365,0.164655373,0
22,175000,MORTGAGE,6,EDUCATION,B,18000,12,0.1,N,2,0.010285714,0.073333333,0.462857143,0.5,0.285714286,0.9,-0.234869841,0.197756485,0
23,175000,MORTGAGE,8,PERSONAL,B,21000,11.99,0.12,N,3,0.0144,0.0925,0.36,0.5,0.285714286,0.6,-0.189649524,0.168142451,0
23,15000,OWN,4,DEBTCONSOLIDATION,C,4000,13.98,0.27,N,4,0.072,0.052,0.045714286,1,0.428571429,0.4,-0.122971429,0.21129369,1
23,15000,OWN,4,VENTURE,B,4600,10.99,0.31,N,2,0.095066667,0.053333333,0.105142857,1,0.285714286,0.8,-0.188754286,0.222416846,1
22,88000,RENT,6,DEBTCONSOLIDATION,D,25000,15.58,0.28,Y,2,0.079545455,0.073333333,0.285714286,0,1,0.4,-0.068958153,0.21143971,1
25,74800,RENT,2,MEDICAL,B,25000,10.99,0.28,N,2,0.093582888,0.033333333,0.714285714,0.5,0.285714286,1,0.321463373,0.212377197,1
25,88000,RENT,0,VENTURE,D,25000,14.96,0.28,N,4,0.079545455,0.012,0.571428571,0.5,0.571428571,0.8,0.235078788,0.19285472,1
25,15000,OWN,2,HOMEIMPROVEMENT,D,1750,15.31,0.12,Y,4,0.014,0.032,0.025,0.5,1,0.5,-0.018933333,0.219021372,0
26,88000,RENT,2,VENTURE,D,25000,15.65,0.28,N,3,0.079545455,0.0325,0.571428571,0.5,0.571428571,0.8,0.240545455,0.19124378,1
25,100000,RENT,1,VENTURE,B,25000,9.33,0.25,N,4,0.0625,0.022,0.571428571,0.5,0.285714286,0.8,0.256057143,0.19149358,0
23,15000,MORTGAGE,0,PERSONAL,C,3600,13.47,0.24,N,4,0.0576,0.012,0.061714286,1,0.428571429,0.6,-0.128731429,0.217990131,1
24,102400,RENT,8,PERSONAL,B,25000,10.36,0.24,N,3,0.05859375,0.0925,0.428571429,0.5,0.285714286,0.6,-0.219720238,0.166205525,0
24,92000,RENT,1,HOMEIMPROVEMENT,E,25000,16.77,0.27,Y,4,0.073369565,0.022,0.357142857,0,1,0.5,-0.080669979,0.216037114,1
23,93000,RENT,0,DEBTCONSOLIDATION,D,25000,14.59,0.27,Y,2,0.072580645,0.013333333,0.285714286,0,1,0.4,-0.05110087,0.214155205,1
22,175000,RENT,6,VENTURE,C,3500,11.91,0.02,Y,2,0.0004,0.073333333,0.08,0,0.928571429,0.8,-0.030709841,0.228930979,0
23,175000,MORTGAGE,3,EDUCATION,A,7200,8.38,0.04,N,3,0.001645714,0.0425,0.185142857,0.5,0.142857143,0.9,-0.161715048,0.203321869,0
25,174708,RENT,9,VENTURE,B,9000,10.59,0.05,N,3,0.002575726,0.1025,0.205714286,0.5,0.285714286,0.8,-0.164020194,0.18746522,0
25,174000,MORTGAGE,2,DEBTCONSOLIDATION,C,8800,14.27,0.05,N,3,0.002528736,0.0325,0.100571429,0.5,0.428571429,0.4,-0.07387433,0.166752661,0
26,174000,RENT,8,DEBTCONSOLIDATION,B,12000,12.53,0.07,N,4,0.004827586,0.092,0.137142857,0.5,0.285714286,0.4,-0.111534975,0.157395052,0
25,162000,MORTGAGE,5,DEBTCONSOLIDATION,E,25000,16,0.15,Y,3,0.023148148,0.0625,0.285714286,0,1,0.4,-0.051029982,0.214088434,1
26,173467,MORTGAGE,10,VENTURE,B,10000,11.71,0.06,N,4,0.003458871,0.112,0.228571429,0.5,0.285714286,0.8,-0.17288427,0.186510466,0
21,15000,OWN,0,HOMEIMPROVEMENT,C,3175,11.54,0.21,Y,3,0.04445,0.0125,0.045357143,0.5,0.928571429,0.5,-0.03299619,0.210555021,1
25,96000,RENT,2,HOMEIMPROVEMENT,E,25000,15.68,0.26,Y,4,0.067708333,0.032,0.357142857,0,1,0.5,-0.081826984,0.215797539,1
21,15120,MORTGAGE,0,EDUCATION,B,1500,10.59,0.1,N,2,0.009920635,0.013333333,0.038571429,1,0.285714286,0.9,-0.14562963,0.237574834,0
24,97908,RENT,8,HOMEIMPROVEMENT,D,25000,12.61,0.26,Y,2,0.066388855,0.093333333,0.357142857,0,1,0.5,-0.097830679,0.213264377,1
26,110000,RENT,3,PERSONAL,C,25000,12,0.23,Y,2,0.052272727,0.043333333,0.428571429,0,0.928571429,0.6,-0.113494949,0.212907839,0
23,15204,MORTGAGE,7,PERSONAL,A,2800,8.49,0.18,N,3,0.033149171,0.0825,0.048,1,0.142857143,0.6,-0.160211208,0.218856266,1
25,159600,RENT,0,PERSONAL,D,30000,17.27,0.19,Y,4,0.035714286,0.012,0.514285714,0,1,0.6,0.117866667,0.223465119,1
24,171500,RENT,6,DEBTCONSOLIDATION,A,18000,8.9,0.1,N,4,0.010495627,0.072,0.205714286,0.5,0.142857143,0.4,-0.137427405,0.157351145,0
25,170004,MORTGAGE,3,MEDICAL,B,10000,11.11,0.06,N,4,0.003529329,0.042,0.285714286,0.5,0.285714286,1,-0.185474488,0.209664121,0
24,158004,RENT,0,HOMEIMPROVEMENT,D,25000,14.59,0.16,Y,2,0.025315815,0.013333333,0.357142857,0,1,0.5,-0.065544535,0.218442275,1
26,170000,RENT,0,VENTURE,B,13000,12.42,0.08,N,3,0.006117647,0.0125,0.297142857,0.5,0.285714286,0.8,-0.165345658,0.190748799,0
24,83300,RENT,0,MEDICAL,D,25000,12,0.26,N,2,0.078031212,0.013333333,0.714285714,0.5,0.571428571,1,0.289125784,0.213319356,1
24,110000,RENT,7,HOMEIMPROVEMENT,D,25000,15.7,0.23,Y,2,0.052272727,0.083333333,0.357142857,0,1,0.5,-0.091399711,0.214267045,0
22,15360,OWN,7,HOMEIMPROVEMENT,B,2500,12.53,0.16,N,3,0.026041667,0.0825,0.035714286,1,0.285714286,0.5,-0.135611111,0.213809978,1
25,134300,RENT,3,MEDICAL,D,5000,16.49,0.03,N,2,0.001116902,0.043333333,0.142857143,0.5,0.571428571,1,-0.124234349,0.216073495,1
25,170000,MORTGAGE,2,EDUCATION,A,20000,7.49,0.12,N,2,0.014117647,0.033333333,0.514285714,0.5,0.142857143,0.9,0.25036788,0.204612643,0
22,100580,RENT,6,DEBTCONSOLIDATION,D,25000,14.96,0.25,Y,2,0.06213959,0.073333333,0.285714286,0,1,0.4,-0.064316589,0.212096044,1
25,113000,RENT,7,MEDICAL,C,25000,12.73,0.22,Y,4,0.048672566,0.082,0.714285714,0,0.928571429,1,0.231036494,0.240678196,0
24,120000,RENT,8,EDUCATION,B,25000,10.65,0.21,N,4,0.04375,0.092,0.642857143,0.5,0.285714286,0.9,0.296771429,0.199781401,0
25,120000,RENT,6,MEDICAL,B,25000,10.74,0.21,N,2,0.04375,0.073333333,0.714285714,0.5,0.285714286,1,0.31884127,0.212858047,0
23,120000,RENT,7,EDUCATION,B,25000,9.99,0.21,N,2,0.04375,0.083333333,0.642857143,0.5,0.285714286,0.9,0.294460317,0.200284074,0
24,91800,RENT,5,MEDICAL,D,25000,15.33,0.23,Y,2,0.062636166,0.063333333,0.714285714,0,1,1,0.224068057,0.245345601,1
21,15600,OWN,5,VENTURE,A,1000,7.29,0.06,N,4,0.003846154,0.062,0.022857143,1,0.142857143,0.8,-0.156225641,0.232606545,0
26,108000,RENT,2,PERSONAL,D,25000,15.05,0.23,N,3,0.053240741,0.0325,0.428571429,0.5,0.571428571,0.6,-0.179435626,0.176820053,1
26,129996,RENT,6,PERSONAL,B,25000,10.75,0.19,N,3,0.036539586,0.0725,0.428571429,0.5,0.285714286,0.6,-0.208505794,0.169113057,0
23,130000,RENT,4,EDUCATION,D,25000,16.02,0.19,Y,2,0.036538462,0.053333333,0.642857143,0,1,0.9,0.187394383,0.238925237,0
23,130000,RENT,7,VENTURE,B,25000,11.49,0.19,N,4,0.036538462,0.082,0.571428571,0.5,0.285714286,0.8,0.265134066,0.189307477,0
25,170000,OWN,4,EDUCATION,B,20000,12.53,0.12,N,4,0.014117647,0.052,0.514285714,0.5,0.285714286,0.9,0.243917087,0.199782744,0
26,170000,MORTGAGE,0,VENTURE,C,12000,13.57,0.07,Y,2,0.004941176,0.013333333,0.274285714,0,0.928571429,0.8,-0.067730345,0.227056349,0
22,169000,RENT,1,PERSONAL,B,14000,11.14,0.08,N,3,0.006627219,0.0225,0.24,0.5,0.285714286,0.6,-0.136910116,0.172667665,0
26,168750,RENT,10,MEDICAL,C,24250,12.87,0.14,Y,3,0.020118519,0.1125,0.692857143,0,0.928571429,1,0.225841129,0.240150271,0
23,168600,RENT,3,EDUCATION,B,20000,11.58,0.12,N,3,0.014234875,0.0425,0.514285714,0.5,0.285714286,0.9,0.241415014,0.200338463,0
24,168288,RENT,5,HOMEIMPROVEMENT,B,1800,11.12,0.01,N,3,0.000106959,0.0625,0.025714286,0.5,0.285714286,0.5,-0.080695189,0.169911956,0
25,168000,MORTGAGE,2,PERSONAL,B,35000,10.65,0.21,N,2,0.04375,0.033333333,0.6,0.5,0.285714286,0.6,0.245698413,0.178857078,0
24,133300,RENT,6,DEBTCONSOLIDATION,B,25000,10.37,0.19,N,2,0.035633908,0.073333333,0.285714286,0.5,0.285714286,0.4,-0.154391264,0.154272264,0
24,15600,OWN,5,HOMEIMPROVEMENT,A,3300,6.39,0.21,N,4,0.044423077,0.062,0.047142857,1,0.142857143,0.5,-0.149522344,0.215458463,1
24,134000,RENT,8,PERSONAL,D,25000,16.07,0.19,Y,3,0.035447761,0.0925,0.428571429,0,1,0.6,-0.116405117,0.218368187,0
25,134000,RENT,7,MEDICAL,B,25000,10.62,0.19,N,2,0.035447761,0.083333333,0.714285714,0.5,0.285714286,1,0.319294006,0.212812392,0
